node	age
2	67.64973601851854
3	62.71264374999998
4	47.81563
5	59.08081293478263
6	31.04406
7	37.332231931818185
8	28.663566416666672
9	17.03645175
10	22.1514765
11	16.894846375
12	16.682963333333333
13	19.9895928
14	12.38381075
15	12.3387641875
16	15.123415
17	11.85373225
18	3.5933055
19	10.141566
20	9.365346928571427
21	10.530012000000001
22	5.5751305
23	8.340914249999999
24	3.270698
25	4.013809
26	5.847014
27	7.3265245
